0,52,0,500
1,7,1,500
2,21,1,500
3,59,1,500
4,49,2,500
5,58,2,500
6,16,3,500
7,26,3,500
8,45,3,500
9,10,4,500
10,15,4,500
11,34,4,500
12,7,5,500
13,8,5,500
14,13,5,500
15,42,5,500
16,37,6,500
17,50,6,500
18,6,7,500
19,43,7,500
20,64,7,500
21,65,7,500
22,1,8,500
23,46,8,500
24,59,8,500
25,44,9,500
26,4,10,500
27,7,10,500
28,24,10,500
29,52,10,500
30,2,11,500
31,61,12,500
32,20,13,500
33,47,13,500
34,7,14,500
35,59,14,500
36,9,15,500
37,16,15,500
38,64,15,500
39,27,16,500
40,1,17,500
41,14,17,500
42,3,18,500
43,32,18,500
44,42,18,500
45,7,19,500
46,11,19,500
47,30,19,500
48,15,20,500
49,52,20,500
50,58,20,500
51,57,21,500
52,59,21,500
53,6,22,500
54,21,22,500
55,37,22,500
56,67,23,500
57,7,24,500
58,29,24,500
59,50,24,500
60,5,25,500
61,8,25,500
62,64,25,500
63,1,26,500
64,13,26,500
65,16,26,500
66,24,26,500
67,46,26,500
68,55,26,500
69,7,27,500
70,59,27,500
71,61,27,500
72,39,28,500
73,63,28,500
74,10,29,500
75,23,29,500
76,35,29,500
77,52,29,500
78,18,30,500
79,42,30,500
80,54,31,500
81,7,32,500
82,20,33,500
83,64,33,500
84,59,34,500
85,34,35,500
86,49,35,500
87,1,36,500
88,15,36,500
89,7,37,500
90,3,38,500
91,6,38,500
92,14,38,500
93,37,38,500
94,58,38,500
95,65,38,500
96,16,39,500
97,52,39,500
98,7,40,500
99,59,40,500
100,4,41,500
101,50,41,500
102,64,41,500
103,9,42,500
104,2,43,500
105,21,43,500
106,24,43,500
107,42,43,500
108,46,44,500
109,47,44,500
110,61,44,500
111,1,45,500
112,7,45,500
113,26,45,500
114,45,46,500
115,59,47,500
116,8,48,500
117,7,49,500
118,13,49,500
119,29,49,500
120,32,49,500
121,52,49,500
122,57,50,500
123,64,50,500
124,16,51,500
125,20,52,500
126,44,52,500
127,67,52,500
128,7,53,500
129,15,53,500
130,37,53,500
131,6,54,500
132,59,54,500
133,1,55,500
134,10,55,500
135,58,56,500
136,7,57,500
137,42,58,500
138,52,59,500
139,3,60,500
140,24,60,500
141,50,60,500
142,55,60,500
143,64,60,500
144,14,61,500
145,59,61,500
146,61,61,500
147,7,62,500
148,31,62,500
149,16,63,500
150,46,63,500
151,66,63,500
152,1,64,500
153,21,65,500
154,5,66,500
155,7,66,500
156,59,67,500
157,49,68,500
158,52,68,500
159,64,68,500
160,6,69,500
161,8,69,500
162,34,69,500
163,37,69,500
164,9,70,500
165,15,70,500
166,42,70,500
167,65,70,500
168,7,71,500
169,23,71,500
170,13,72,500
171,20,72,500
172,35,72,500
173,48,72,500
174,1,73,500
175,47,73,500
176,58,73,500
177,59,73,500
178,4,74,500
179,16,74,500
180,18,74,500
181,2,75,500
182,7,75,500
183,24,76,500
184,29,76,500
185,63,76,500
186,64,76,500
187,50,77,500
188,52,77,500
189,61,77,500
190,10,78,500
191,11,78,500
192,27,78,500
193,3,79,500
194,7,79,500
195,46,79,500
196,59,79,500
197,14,80,500
198,32,80,500
199,57,80,500
200,30,81,500
201,1,82,500
202,42,82,500
203,6,83,500
204,7,84,500
205,37,84,500
206,64,84,500
207,67,84,500
