0,2022-01-02 01:01:01,3000.0
1,2022-01-08 01:01:01,1500.0
2,2022-01-14 01:01:01,1500.0
3,2022-01-23 01:01:01,1500.0
4,2022-01-26 01:01:01,1500.0
5,2022-01-30 01:01:01,1500.0
6,2022-02-01 01:01:01,1500.0
7,2022-02-07 01:01:01,1500.0
8,2022-02-08 01:01:01,1500.0
9,2022-02-10 01:01:01,1500.0
10,2022-02-11 01:01:01,1500.0
11,2022-02-21 01:01:01,1500.0
12,2022-03-04 01:01:01,1500.0
13,2022-03-05 01:01:01,1500.0
14,2022-03-10 01:01:01,1500.0
15,2022-03-18 01:01:01,1500.0
16,2022-04-02 01:01:01,1500.0
17,2022-04-05 01:01:01,1500.0
18,2022-04-16 01:01:01,1500.0
19,2022-04-21 01:01:01,1500.0
20,2022-05-02 01:01:01,1500.0
21,2022-05-03 01:01:01,3000.0
22,2022-05-14 01:01:01,1500.0
23,2022-05-17 01:01:01,1500.0
24,2022-05-27 01:01:01,3000.0
25,2022-06-04 01:01:01,1500.0
26,2022-06-05 01:01:01,1500.0
27,2022-06-08 01:01:01,1500.0
28,2022-06-14 01:01:01,1500.0
29,2022-06-15 01:01:01,1500.0
30,2022-06-22 01:01:01,1500.0
31,2022-07-01 01:01:01,1500.0
32,2022-07-02 01:01:01,1500.0
33,2022-07-04 01:01:01,1500.0
34,2022-07-20 01:01:01,1500.0
35,2022-07-21 01:01:01,1500.0
36,2022-07-26 01:01:01,1500.0
37,2022-07-31 01:01:01,1500.0
38,2022-08-02 01:01:01,1500.0
39,2022-08-06 01:01:01,1500.0
40,2022-08-09 01:01:01,1500.0
41,2022-08-16 01:01:01,1500.0
42,2022-08-18 01:01:01,1500.0
43,2022-08-20 01:01:01,1500.0
44,2022-08-25 01:01:01,1500.0
45,2022-09-07 01:01:01,1500.0
46,2022-09-08 01:01:01,1500.0
47,2022-09-10 01:01:01,1500.0
48,2022-09-11 01:01:01,1500.0
49,2022-09-20 01:01:01,1500.0
50,2022-09-21 01:01:01,3000.0
51,2022-09-22 01:01:01,1500.0
52,2022-09-25 01:01:01,1500.0
53,2022-09-28 01:01:01,1500.0
54,2022-09-30 01:01:01,1500.0
55,2022-10-07 01:01:01,1500.0
56,2022-10-08 01:01:01,3000.0
57,2022-10-16 01:01:01,1500.0
58,2022-10-18 01:01:01,1500.0
59,2022-10-26 01:01:01,1500.0
60,2022-11-10 01:01:01,1500.0
61,2022-11-18 01:01:01,1500.0
62,2022-11-21 01:01:01,1500.0
63,2022-11-29 01:01:01,1500.0
64,2022-11-30 01:01:01,1500.0
65,2022-12-01 01:01:01,1500.0
66,2022-12-04 01:01:01,1500.0
67,2022-12-17 01:01:01,1500.0
68,2022-12-26 01:01:01,3000.0
69,2022-12-27 01:01:01,1500.0
70,2022-12-31 01:01:01,1500.0
