0,1,0,2022-01-01 01:01:01
1,2,0,2022-01-01 01:01:01
2,3,0,2022-01-01 01:01:01
3,4,0,2022-01-01 01:01:01
4,5,0,2022-01-01 01:01:01
5,6,0,2022-01-01 01:01:01
6,7,0,2022-01-01 01:01:01
7,8,12,2022-01-01 01:01:01
8,9,21,2022-01-01 01:01:01
9,10,11,2022-01-01 01:01:01
10,11,6,2022-01-01 01:01:01
11,12,34,2022-01-01 01:01:01
12,13,94,2022-01-01 01:01:01
13,14,14,2022-01-01 01:01:01
14,15,9,2022-01-01 01:01:01
15,16,17,2022-01-01 01:01:01
16,17,8,2022-01-01 01:01:01
17,18,3,2022-01-01 01:01:01
18,19,20,2022-01-01 01:01:01
19,20,15,2022-01-01 01:01:01
20,21,18,2022-01-01 01:01:01
21,22,33,2022-01-01 01:01:01
22,23,0,2022-01-01 01:01:01
23,24,15,2022-01-01 01:01:01
24,25,0,2022-01-01 01:01:01
25,26,17,2022-01-01 01:01:01
26,27,24,2022-01-01 01:01:01
27,28,3,2022-01-01 01:01:01
28,29,14,2022-01-01 01:01:01
29,30,18,2022-01-01 01:01:01
30,31,9,2022-01-01 01:01:01
31,32,16,2022-01-01 01:01:01
32,33,10,2022-01-01 01:01:01
33,34,0,2022-01-01 01:01:01
34,35,9,2022-01-01 01:01:01
35,36,3,2022-01-01 01:01:01
36,37,10,2022-01-01 01:01:01
37,38,10,2022-01-01 01:01:01
38,39,2,2022-01-01 01:01:01
39,40,12,2022-01-01 01:01:01
40,41,8,2022-01-01 01:01:01
41,42,2,2022-01-01 01:01:01
42,43,33,2022-01-01 01:01:01
43,44,0,2022-01-01 01:01:01
44,45,11,2022-01-01 01:01:01
45,46,0,2022-01-01 01:01:01
46,47,0,2022-01-01 01:01:01
47,48,24,2022-01-01 01:01:01
48,49,3,2022-01-01 01:01:01
49,50,3,2022-01-01 01:01:01
50,51,11,2022-01-01 01:01:01
51,52,19,2022-01-01 01:01:01
52,53,12,2022-01-01 01:01:01
53,54,7,2022-01-01 01:01:01
54,55,14,2022-01-01 01:01:01
55,56,31,2022-01-01 01:01:01
56,57,0,2022-01-01 01:01:01
57,58,52,2022-01-01 01:01:01
58,59,0,2022-01-01 01:01:01
59,60,12,2022-01-01 01:01:01
60,61,11,2022-01-01 01:01:01
61,62,0,2022-01-01 01:01:01
62,63,14,2022-01-01 01:01:01
63,64,22,2022-01-01 01:01:01
64,65,68,2022-01-01 01:01:01
65,66,0,2022-01-01 01:01:01
66,67,26,2022-01-01 01:01:01
67,68,0,2022-01-01 01:01:01
68,69,10,2022-01-01 01:01:01
69,70,40,2022-01-01 01:01:01
70,71,7,2022-01-01 01:01:01
71,72,6,2022-01-01 01:01:01
72,73,16,2022-01-01 01:01:01
73,1,0,2022-01-02 01:01:01
74,2,0,2022-01-02 01:01:01
75,3,0,2022-01-02 01:01:01
76,4,0,2022-01-02 01:01:01
77,5,0,2022-01-02 01:01:01
78,6,0,2022-01-02 01:01:01
79,7,0,2022-01-02 01:01:01
80,8,6,2022-01-02 01:01:01
