0,1,vjii,135.97,2022-01-01 01:01:01
1,0,irxwkwtc,121.3,2022-01-01 01:17:01
2,1,rylute,42.629999999999995,2022-01-01 01:33:01
3,1,idmvwycb,118.0,2022-01-01 01:49:01
4,0,btihzte,24.76,2022-01-01 02:05:01
5,1,fy,35.94,2022-01-01 02:21:01
6,1,i,47.92,2022-01-01 02:37:01
7,0,fph,83.06,2022-01-01 02:53:01
8,0,lorun,83.25999999999999,2022-01-01 03:09:01
9,0,ts,23.96,2022-01-01 03:25:01
10,1,kbjcsjgp,97.84,2022-01-01 03:41:01
11,1,g,37.14,2022-01-01 03:57:01
12,0,svymgvouo,24.76,2022-01-01 04:13:01
13,0,bw,120.6,2022-01-01 04:29:01
14,1,nziaiiqx,42.629999999999995,2022-01-01 04:45:01
15,0,ext,89.75,2022-01-01 05:01:01
16,0,ifnh,64.99000000000001,2022-01-01 05:17:01
17,0,hurvqxwbe,23.96,2022-01-01 05:33:01
18,0,rl,130.38,2022-01-01 05:49:01
19,0,z,96.03999999999999,2022-01-01 06:05:01
20,1,nxlwaha,78.67,2022-01-01 06:21:01
21,0,c,118.29999999999998,2022-01-01 06:37:01
22,0,ebes,125.69,2022-01-01 06:53:01
23,0,ar,30.45,2022-01-01 07:09:01
24,0,ilco,105.72,2022-01-01 07:25:01
25,1,yb,58.9,2022-01-01 07:41:01
26,0,sa,37.14,2022-01-01 07:57:01
27,1,jqpeamtx,74.57,2022-01-01 08:13:01
28,1,ojut,41.93,2022-01-01 08:29:01
29,0,iofo,37.14,2022-01-01 08:45:01
30,0,nmmvmoml,89.25,2022-01-01 09:01:01
31,0,ttvajvmqd,48.72,2022-01-01 09:17:01
32,1,vzufhzbt,36.54,2022-01-01 09:33:01
33,1,pagzak,70.08,2022-01-01 09:49:01
34,0,omzgckxu,116.29999999999998,2022-01-01 10:05:01
35,0,qg,64.59,2022-01-01 10:21:01
36,0,zckv,123.88999999999999,2022-01-01 10:37:01
37,1,pnyyhwf,41.93,2022-01-01 10:53:01
38,1,gybvjla,133.98,2022-01-01 11:09:01
39,1,ecf,112.31,2022-01-01 11:25:01
40,1,ubbz,118.60000000000001,2022-01-01 11:41:01
41,0,cqrgebgac,102.03,2022-01-01 11:57:01
42,0,vjiadjjyj,27.95,2022-01-01 12:13:01
43,0,ytcvhdmxd,60.7,2022-01-01 12:29:01
44,0,wgngd,42.629999999999995,2022-01-01 12:45:01
45,1,yxtrpa,24.76,2022-01-01 13:01:01
46,1,zaskhm,53.01,2022-01-01 13:17:01
47,0,bqwvhver,65.19,2022-01-01 13:33:01
48,0,kjuc,103.13000000000001,2022-01-01 13:49:01
49,1,mx,114.41000000000001,2022-01-01 14:05:01
50,1,fak,61.489999999999995,2022-01-01 14:21:01
51,1,fclkokl,151.95,2022-01-01 14:37:01
52,1,nkewcmhww,36.54,2022-01-01 14:53:01
53,1,qfimds,58.3,2022-01-01 15:09:01
54,1,ta,73.67,2022-01-01 15:25:01
55,1,ljzgzpwh,137.67,2022-01-01 15:41:01
56,0,eegzgwzv,107.02000000000001,2022-01-01 15:57:01
57,1,hn,77.77,2022-01-01 16:13:01
58,1,kh,106.12,2022-01-01 16:29:01
59,1,xqiisb,94.24,2022-01-01 16:45:01
60,1,ggs,126.49000000000001,2022-01-01 17:01:01
61,1,yzz,84.06,2022-01-01 17:17:01
62,0,lynyxnutq,37.14,2022-01-01 17:33:01
63,1,dbdj,16.77,2022-01-01 17:49:01
64,1,ibnga,81.86,2022-01-01 18:05:01
65,0,ibrizdav,89.75,2022-01-01 18:21:01
66,0,uxih,121.6,2022-01-01 18:37:01
67,0,ctncldt,71.88,2022-01-01 18:53:01
68,1,afdawjtq,103.53,2022-01-01 19:09:01
69,0,svkp,131.88,2022-01-01 19:25:01
70,0,pxmi,65.28999999999999,2022-01-01 19:41:01
71,1,ybwxdxl,107.82,2022-01-01 19:57:01
72,0,piholhq,61.900000000000006,2022-01-01 20:13:01
73,1,uu,121.6,2022-01-01 20:29:01
74,1,ytsut,156.74,2022-01-01 20:45:01
75,1,hio,133.98,2022-01-01 21:01:01
76,0,fywaby,132.78,2022-01-01 21:17:01
77,0,omewwis,115.31,2022-01-01 21:33:01
78,1,dqrf,58.3,2022-01-01 21:49:01
79,0,llyb,156.54,2022-01-01 22:05:01
80,1,kd,69.47999999999999,2022-01-01 22:21:01
81,1,lpygqzyjj,98.03,2022-01-01 22:37:01
82,1,f,28.450000000000003,2022-01-01 22:53:01
83,1,irj,84.06,2022-01-01 23:09:01
84,1,cg,61.900000000000006,2022-01-01 23:25:01
85,0,xew,48.72,2022-01-01 23:41:01
86,0,ye,120.5,2022-01-01 23:57:01
87,1,evygsmxxm,61.1,2022-01-02 00:13:01
88,1,gstjkbzzj,68.28,2022-01-02 00:29:01
89,1,jbfoskah,24.76,2022-01-02 00:45:01
90,1,btergouqd,138.26999999999998,2022-01-02 01:01:01
91,0,kfnjva,61.1,2022-01-02 01:17:01
92,1,fvavckw,95.84,2022-01-02 01:33:01
93,1,zrx,34.14,2022-01-02 01:49:01
94,1,wephlcs,115.61000000000001,2022-01-02 02:05:01
95,1,lcroeavnm,111.91,2022-01-02 02:21:01
96,0,baaddw,95.63999999999999,2022-01-02 02:37:01
97,1,wmkmhzg,37.14,2022-01-02 02:53:01
98,0,yxb,96.53999999999999,2022-01-02 03:09:01
99,0,ezahgnhs,79.77,2022-01-02 03:25:01
100,0,pvhkbtlcn,96.44,2022-01-02 03:41:01
101,0,xzthdmb,33.54,2022-01-02 03:57:01
102,0,zhwc,82.86,2022-01-02 04:13:01
103,1,oyxitu,121.0,2022-01-02 04:29:01
104,1,bsphj,127.28999999999999,2022-01-02 04:45:01
105,1,llh,111.71000000000001,2022-01-02 05:01:01
106,0,nfjrw,127.89,2022-01-02 05:17:01
107,1,poo,60.9,2022-01-02 05:33:01
108,1,qby,100.83,2022-01-02 05:49:01
109,0,vxa,79.17,2022-01-02 06:05:01
110,1,eqvhi,121.69999999999999,2022-01-02 06:21:01
111,0,mhuyadn,59.3,2022-01-02 06:37:01
112,0,mebeszjve,109.41000000000001,2022-01-02 06:53:01
113,1,dzyceybec,34.14,2022-01-02 07:09:01
114,0,tlq,109.32000000000001,2022-01-02 07:25:01
115,0,cjizozf,119.69999999999999,2022-01-02 07:41:01
116,1,eusevxluz,114.50999999999999,2022-01-02 07:57:01
117,1,qruxzp,79.77,2022-01-02 08:13:01
118,0,dd,89.75,2022-01-02 08:29:01
119,0,bt,103.13,2022-01-02 08:45:01
120,0,zrckrv,60.5,2022-01-02 09:01:01
121,0,cbhnete,58.099999999999994,2022-01-02 09:17:01
122,0,xvcunb,89.85,2022-01-02 09:33:01
123,0,cllkdagg,41.23,2022-01-02 09:49:01
124,0,hdcybvi,99.13,2022-01-02 10:05:01
125,0,mseah,28.450000000000003,2022-01-02 10:21:01
126,1,oklaypc,70.58,2022-01-02 10:37:01
127,0,yttutuj,83.86,2022-01-02 10:53:01
128,0,ws,84.56,2022-01-02 11:09:01
129,0,iihp,71.28,2022-01-02 11:25:01
130,1,wnj,70.08,2022-01-02 11:41:01
131,1,lmk,42.629999999999995,2022-01-02 11:57:01
132,1,qajnajss,37.14,2022-01-02 12:13:01
133,0,aps,23.96,2022-01-02 12:29:01
134,1,v,61.900000000000006,2022-01-02 12:45:01
135,1,pddtkfofp,35.339999999999996,2022-01-02 13:01:01
136,0,aimxlbr,91.35,2022-01-02 13:17:01
137,0,uc,70.68,2022-01-02 13:33:01
138,0,gepiih,114.51,2022-01-02 13:49:01
139,1,o,37.14,2022-01-02 14:05:01
140,1,cwotctrdu,120.99999999999999,2022-01-02 14:21:01
141,1,yr,67.39,2022-01-02 14:37:01
142,1,giyvzqgkf,70.08,2022-01-02 14:53:01
143,0,wogymg,29.950000000000003,2022-01-02 15:09:01
144,0,gdtbjgc,88.65,2022-01-02 15:25:01
145,1,s,91.35,2022-01-02 15:41:01
146,0,woewdf,65.59,2022-01-02 15:57:01
147,0,akxpywu,48.72,2022-01-02 16:13:01
148,1,qo,16.77,2022-01-02 16:29:01
149,1,ku,130.57999999999998,2022-01-02 16:45:01
150,0,ehatj,118.60000000000001,2022-01-02 17:01:01
151,1,srdprliij,118.7,2022-01-02 17:17:01
